article no.;barcode;artist;title;track;ISRC;shop;type;country;qty;dealer (average);net (average);total amount
7' 20671;3,76023E+12;R,W,W, (Reggae Workers of the World);Every Once in a While;Jesse James;BEHC61800014;iTunes/Apple;Stream;Austria;3;0,003;0,003;0,008
7' 20671;3,76023E+12;R,W,W, (Reggae Workers of the World);Every Once in a While;Every Once in a While;BEHC61800013;Spotify;Stream;Sweden;1;0,004;0,003;0,003
7' 20671;3,76023E+12;R,W,W, (Reggae Workers of the World);Every Once in a While;Every Once in a While;BEHC61800013;Spotify;Stream;Germany;6;0,003;0,002;0,015
7' 20671;3,76023E+12;R,W,W, (Reggae Workers of the World);Every Once in a While;Every Once in a While;BEHC61800013;Deezer;Stream;Italy;1;0,002;0,002;0,002
7' 20671;3,76023E+12;R,W,W, (Reggae Workers of the World);Every Once in a While;Jesse James;BEHC61800014;Spotify;Stream;Germany;1;0,003;0,002;0,002
7' 20672;3,76023E+12;Caz Gardiner & The Badasonics;Never Gonna Let;Tic Tac Toe;BEHC61800009;iTunes/Apple;Stream;Austria;2;0,006;0,005;0,009
7' 20672;3,76023E+12;Caz Gardiner & The Badasonics;Never Gonna Let;Never Gonna Let;BEHC61800003;Spotify;Stream;Germany;1;0,003;0,002;0,002
7' 20672;3,76023E+12;Caz Gardiner & The Badasonics;Never Gonna Let;Never Gonna Let;BEHC61800003;YouTube Red;Stream;Switzerland;1;0,008;0,007;0,007
7' 20672;3,76023E+12;Caz Gardiner & The Badasonics;Never Gonna Let;Tic Tac Toe;BEHC61800009;iTunes/Apple;Stream;Germany;1;0,008;0,006;0,006
7' 20672;3,76023E+12;Caz Gardiner & The Badasonics;Never Gonna Let;Tic Tac Toe;BEHC61800009;Spotify;Stream;Germany;1;0,003;0,002;0,002
7' 20672;3,76023E+12;Caz Gardiner & The Badasonics;Never Gonna Let;Never Gonna Let;BEHC61800003;TIDAL;Stream;Germany;1;0,009;0,007;0,007
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;The Noose;BEHC61800030;Spotify;Stream;Denmark;1;0,005;0,004;0,004
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;YouTube Red;Stream;Germany;1;0,007;0,005;0,005
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Spotify;Stream;Finland;7;0,002;0,001;0,01
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Spotify;Stream;Estonia;2;0,003;0,002;0,004
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Spotify;Stream;Denmark;3;0,005;0,004;0,012
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Spotify;Stream;Czech Republic;1;0;0;0
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Spotify;Stream;Bulgaria;2;0;0;0
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Spotify;Stream;Austria;6;0,003;0,003;0,016
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;iTunes/Apple;Stream;Sweden;3;0,014;0,012;0,035
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;iTunes/Apple;Stream;Russia;2;0,001;0,001;0,002
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;iTunes/Apple;Stream;Germany;5;0,006;0,005;0,025
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;iTunes/Apple;Stream;Austria;4;0,01;0,008;0,032
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Google Play;Stream;Switzerland;1;0,007;0,006;0,006
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Spotify;Stream;Germany;89;0,003;0,002;0,197
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Spotify;Stream;Hungary;6;0,002;0,002;0,01
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;YouTube;Stream;Germany;3;0,005;0,004;0,013
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;YouTube;Stream;Austria;2;0,003;0,002;0,004
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Telecom Italia S,p,A;Stream;Italy;3;0,007;0,006;0,017
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;TDC Play;Stream;Denmark;2;0,009;0,007;0,015
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Spotify;Stream;Sweden;25;0,004;0,003;0,071
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Spotify;Stream;Romania;3;0,002;0,002;0,006
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Spotify;Stream;Switzerland;5;0,004;0,003;0,015
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Spotify;Stream;Poland;9;0,002;0,001;0,012
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Spotify;Stream;Norway;2;0,005;0,004;0,008
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Spotify;Stream;Italy;8;0,003;0,002;0,019
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Spotify;Stream;Ireland;2;0,005;0,004;0,008
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Deezer;Stream;Germany;11;0,006;0,005;0,053
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Amazon Unlimited;Stream;Germany;4;0,008;0,007;0,026
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Amazon Unlimited;Stream;Austria;1;0,008;0,006;0,006
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;The Noose;BEHC61800030;Spotify;Stream;Germany;35;0,003;0,002;0,075
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;YouTube;Stream;Italy;1;0,003;0,002;0,002
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;The Noose;BEHC61800030;Amazon Unlimited;Stream;Germany;1;0,004;0,003;0,003
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;The Noose;BEHC61800030;Deezer;Stream;Germany;1;0,006;0,005;0,005
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;The Noose;BEHC61800030;iTunes/Apple;Stream;Germany;2;0,004;0,003;0,006
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;The Noose;BEHC61800030;Spotify;Stream;Austria;2;0,002;0,001;0,003
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;The Noose;BEHC61800030;Spotify;Stream;Finland;3;0,005;0,004;0,011
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;The Noose;BEHC61800030;Spotify;Stream;Greece;1;0,002;0,002;0,002
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;The Noose;BEHC61800030;Spotify;Stream;Ireland;2;0,005;0,004;0,008
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;The Noose;BEHC61800030;Spotify;Stream;Turkey;2;0,001;0,001;0,002
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;The Noose;BEHC61800030;Spotify;Stream;Sweden;3;0,004;0,003;0,009
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;The Noose;BEHC61800030;Spotify;Stream;Poland;1;0,002;0,001;0,001
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;The Noose;BEHC61800030;Spotify;Stream;Switzerland;7;0,004;0,004;0,025
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;The Noose;BEHC61800030;Spotify;Stream;Italy;10;0,003;0,003;0,028
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;The Noose;BEHC61800030;Telecom Italia S,p,A;Stream;Italy;2;0,007;0,006;0,012
LP 20673;3,76023E+12;R,W,W, (Reggae Workers of the World);Rww II;Bump in the Night;BEHC61800015;Spotify;Stream;Denmark;1;0,005;0,004;0,004
LP 20673;3,76023E+12;R,W,W, (Reggae Workers of the World);Rww II;Never Go Home;BEHC61800020;Amazon Unlimited;Stream;Germany;2;0,004;0,003;0,006
LP 20673;3,76023E+12;R,W,W, (Reggae Workers of the World);Rww II; ;BEHC61800021;YouTube Red;Stream;Germany;1;0,007;0,005;0,005
LP 20673;3,76023E+12;R,W,W, (Reggae Workers of the World);Rww II;Never Get to Say You´re Sorry;BEHC61800021;Spotify;Stream;Switzerland;1;0,004;0,004;0,004
LP 20673;3,76023E+12;R,W,W, (Reggae Workers of the World);Rww II;Never Get to Say You´re Sorry;BEHC61800021;Spotify;Stream;Romania;1;0;0;0
LP 20673;3,76023E+12;R,W,W, (Reggae Workers of the World);Rww II;Never Get to Say You´re Sorry;BEHC61800021;Spotify;Stream;Italy;1;0,004;0,003;0,003
LP 20673;3,76023E+12;R,W,W, (Reggae Workers of the World);Rww II;Never Get to Say You´re Sorry;BEHC61800021;Spotify;Stream;Greece;3;0,002;0,002;0,006
LP 20673;3,76023E+12;R,W,W, (Reggae Workers of the World);Rww II;Never Go Home;BEHC61800020;Deezer;Stream;Croatia;2;0,005;0,004;0,008
LP 20673;3,76023E+12;R,W,W, (Reggae Workers of the World);Rww II;Never Go Home;BEHC61800020;Deezer;Stream;Germany;12;0,006;0,005;0,056
LP 20673;3,76023E+12;R,W,W, (Reggae Workers of the World);Rww II;Pot of Gold;BEHC61800022;Amazon Unlimited;Stream;Germany;1;0,003;0,002;0,002
LP 20673;3,76023E+12;R,W,W, (Reggae Workers of the World);Rww II; ;BEHC61800020;YouTube Red;Stream;Germany;1;0,007;0,005;0,005
LP 20673;3,76023E+12;R,W,W, (Reggae Workers of the World);Rww II;Never Go Home;BEHC61800020;TIDAL;Stream;Germany;1;0,006;0,005;0,005
LP 20673;3,76023E+12;R,W,W, (Reggae Workers of the World);Rww II;Never Go Home;BEHC61800020;Spotify;Stream;Italy;1;0,004;0,003;0,003
LP 20673;3,76023E+12;R,W,W, (Reggae Workers of the World);Rww II;Never Go Home;BEHC61800020;Spotify;Stream;Greece;3;0,002;0,002;0,006
LP 20673;3,76023E+12;R,W,W, (Reggae Workers of the World);Rww II;Never Go Home;BEHC61800020;Spotify;Stream;Germany;23;0,003;0,002;0,057
LP 20673;3,76023E+12;R,W,W, (Reggae Workers of the World);Rww II;Never Go Home;BEHC61800020;Spotify;Stream;Denmark;1;0;0;0
LP 20673;3,76023E+12;R,W,W, (Reggae Workers of the World);Rww II;Never Go Home;BEHC61800020;iTunes/Apple;Stream;Germany;4;0,005;0,004;0,016
LP 20673;3,76023E+12;R,W,W, (Reggae Workers of the World);Rww II;Never Get to Say You´re Sorry;BEHC61800021;Spotify;Stream;Germany;37;0,003;0,002;0,092
LP 20673;3,76023E+12;R,W,W, (Reggae Workers of the World);Rww II;Never Get to Say You´re Sorry;BEHC61800021;iTunes/Apple;Stream;Germany;3;0,005;0,004;0,013
LP 20673;3,76023E+12;R,W,W, (Reggae Workers of the World);Rww II;Bump in the Night;BEHC61800015;iTunes/Apple;Stream;Germany;3;0,005;0,004;0,013
LP 20673;3,76023E+12;R,W,W, (Reggae Workers of the World);Rww II;Bump in the Night;BEHC61800015;Google Play;Stream;Germany;3;0,005;0,004;0,012
LP 20673;3,76023E+12;R,W,W, (Reggae Workers of the World);Rww II;Bump in the Night;BEHC61800015;Deezer;Stream;Germany;7;0,008;0,006;0,042
LP 20673;3,76023E+12;R,W,W, (Reggae Workers of the World);Rww II;Bump in the Night;BEHC61800015;Deezer;Stream;Croatia;2;0,005;0,004;0,008
LP 20673;3,76023E+12;R,W,W, (Reggae Workers of the World);Rww II;Bump in the Night;BEHC61800015;Amazon Unlimited;Stream;Germany;2;0,004;0,003;0,006
LP 20673;3,76023E+12;R,W,W, (Reggae Workers of the World);Rww II;J´attendrai;BEHC61800019;Deezer;Stream;Germany;5;0,008;0,006;0,03
LP 20673;3,76023E+12;R,W,W, (Reggae Workers of the World);Rww II;J´attendrai;BEHC61800019;iTunes/Apple;Stream;Germany;4;0,005;0,004;0,016
LP 20673;3,76023E+12;R,W,W, (Reggae Workers of the World);Rww II;J´attendrai;BEHC61800019;Spotify;Stream;Bulgaria;1;0,002;0,002;0,002
LP 20673;3,76023E+12;R,W,W, (Reggae Workers of the World);Rww II;Never Get to Say You´re Sorry;BEHC61800021;iTunes/Apple;Stream;Austria;2;0,003;0,003;0,005
LP 20673;3,76023E+12;R,W,W, (Reggae Workers of the World);Rww II;J´attendrai;BEHC61800019;Spotify;Stream;Italy;1;0,004;0,003;0,003
LP 20673;3,76023E+12;R,W,W, (Reggae Workers of the World);Rww II;J´attendrai;BEHC61800019;Spotify;Stream;Switzerland;1;0,004;0,004;0,004
LP 20673;3,76023E+12;R,W,W, (Reggae Workers of the World);Rww II;J´attendrai;BEHC61800019;TIDAL;Stream;Germany;1;0,006;0,005;0,005
