article no.;barcode;artist;title;track;ISRC;shop;type;country;qty;dealer (average);net (average);total amount
7' 20671;3,76023E+12;R,W,W, (Reggae Workers of the World);Every Once in a While;Jesse James;BEHC61800014;TIDAL;Stream;Germany;2;0,005;0,004;0,008
7' 20671;3,76023E+12;R,W,W, (Reggae Workers of the World);Every Once in a While;Every Once in a While;BEHC61800013;Spotify;Stream;Germany;1;0,003;0,002;0,002
7' 20671;3,76023E+12;R,W,W, (Reggae Workers of the World);Every Once in a While;Jesse James;BEHC61800014;Spotify;Stream;Switzerland;3;0,005;0,004;0,011
7' 20671;3,76023E+12;R,W,W, (Reggae Workers of the World);Every Once in a While;Jesse James;BEHC61800014;Spotify;Stream;Germany;1;0,003;0,002;0,002
7' 20671;3,76023E+12;R,W,W, (Reggae Workers of the World);Every Once in a While;Jesse James;BEHC61800014;Spotify;Stream;Austria;1;0,003;0,002;0,002
7' 20671;3,76023E+12;R,W,W, (Reggae Workers of the World);Every Once in a While;Jesse James;BEHC61800014;iTunes/Apple;Stream;Austria;1;0,004;0,003;0,003
7' 20671;3,76023E+12;R,W,W, (Reggae Workers of the World);Every Once in a While;Every Once in a While;BEHC61800013;TIDAL;Stream;Germany;2;0,005;0,004;0,008
7' 20671;3,76023E+12;R,W,W, (Reggae Workers of the World);Every Once in a While;Jesse James;BEHC61800014;YouTube;Stream;Germany;1;0,001;0,001;0,001
7' 20671;3,76023E+12;R,W,W, (Reggae Workers of the World);Every Once in a While;Every Once in a While;BEHC61800013;Spotify;Stream;Switzerland;5;0,005;0,004;0,018
7' 20672;3,76023E+12;Caz Gardiner & The Badasonics;Never Gonna Let;Tic Tac Toe;BEHC61800009;Spotify;Stream;Poland;3;0,001;0,001;0,003
7' 20672;3,76023E+12;Caz Gardiner & The Badasonics;Never Gonna Let;Tic Tac Toe;BEHC61800009;iTunes/Apple;Stream;Slovenia;1;0,003;0,002;0,002
7' 20672;3,76023E+12;Caz Gardiner & The Badasonics;Never Gonna Let;Tic Tac Toe;BEHC61800009;iTunes/Apple;Stream;Russia;1;0,003;0,002;0,002
7' 20672;3,76023E+12;Caz Gardiner & The Badasonics;Never Gonna Let;Tic Tac Toe;BEHC61800009;iTunes/Apple;Stream;Germany;9;0,001;0;0,004
7' 20672;3,76023E+12;Caz Gardiner & The Badasonics;Never Gonna Let;Never Gonna Let;BEHC61800003;Spotify;Stream;Poland;3;0,001;0,001;0,003
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Spotify;Stream;Czech Republic;6;0,002;0,002;0,01
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;The Noose;BEHC61800030;Spotify;Stream;Sweden;7;0,004;0,003;0,022
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Spotify;Stream;Israel;4;0,004;0,003;0,012
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Google Play;Stream;Finland;5;0;0;0,001
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;The Noose;BEHC61800030;Spotify;Stream;Austria;4;0,003;0,002;0,008
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;TIDAL;Stream;Germany;1;0,008;0,006;0,006
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Spotify;Stream;Austria;13;0,003;0,002;0,027
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;The Noose;BEHC61800030;Spotify;Stream;Italy;3;0,003;0,002;0,007
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Spotify;Stream;Ireland;4;0,004;0,003;0,012
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Deezer;Stream;Germany;1;0,008;0,006;0,006
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;The Noose;BEHC61800030;iTunes/Apple;Stream;Switzerland;1;0,013;0,01;0,01
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Spotify;Stream;Switzerland;11;0,004;0,003;0,037
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;SoundCloud Go;Stream;Switzerland;1;0,003;0,002;0,002
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;The Noose;BEHC61800030;Spotify;Stream;Ireland;1;0,005;0,004;0,004
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;YouTube;Stream;Switzerland;1;0,01;0,008;0,008
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Spotify;Stream;Hungary;1;0,002;0,002;0,002
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Amazon Unlimited;Stream;Italy;1;0,007;0,006;0,006
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;The Noose;BEHC61800030;iTunes/Apple;Stream;Germany;1;0,008;0,006;0,006
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Spotify;Stream;Sweden;13;0,004;0,003;0,042
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;iTunes/Apple;Stream;Switzerland;1;0,013;0,01;0,01
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;The Noose;BEHC61800030;Spotify;Stream;Greece;1;0,003;0,002;0,002
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;YouTube;Stream;Italy;3;0,004;0,003;0,009
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Spotify;Stream;Germany;57;0,003;0,002;0,137
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Amazon Unlimited;Stream;Germany;6;0,008;0,006;0,037
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;The Noose;BEHC61800030;Google Play;Stream;Switzerland;1;0,007;0,005;0,005
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Spotify;Stream;Slovakia;1;0,002;0,002;0,002
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;iTunes/Apple;Stream;Germany;9;0,006;0,005;0,044
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;The Noose;BEHC61800030;Spotify;Stream;Germany;23;0,003;0,002;0,054
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;YouTube;Stream;Germany;3;0,005;0,004;0,012
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Spotify;Stream;Finland;5;0,005;0,004;0,019
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;The Noose;BEHC61800030;YouTube;Stream;Germany;2;0,003;0,002;0,004
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;The Noose;BEHC61800030;Google Play;Stream;Finland;5;0;0;0,001
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Spotify;Stream;Poland;4;0,002;0,001;0,005
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;iTunes/Apple;Stream;Austria;12;0,005;0,004;0,052
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;The Noose;BEHC61800030;Spotify;Stream;Finland;2;0,005;0,004;0,008
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;YouTube;Stream;Finland;1;0,003;0,003;0,003
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Spotify;Stream;Denmark;3;0,005;0,004;0,012
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;The Noose;BEHC61800030;Spotify;Stream;Switzerland;6;0,005;0,004;0,022
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion; ;3,76023E+12;Google Play;Download;Finland;1;1,579;1,263;1,263
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Spotify;Stream;Italy;7;0,003;0,002;0,014
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Google Play;Stream;Switzerland;1;0,007;0,005;0,005
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;The Noose;BEHC61800030;Spotify;Stream;Denmark;1;0,005;0,004;0,004
7' 20674;3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;YouTube;Stream;Denmark;2;0,005;0,004;0,008
7' 20677;3,7603E+12;The Mooks;Daddy Gonna Tell You No Lie;I Don´t Wanna;BEHC61900002;Spotify;Stream;Germany;1;0,003;0,002;0,002
7' 20677;3,7603E+12;The Mooks;Daddy Gonna Tell You No Lie;Daddy Gonna Tell You No Lie;BEHC61900001;Spotify;Stream;Germany;1;0,003;0,002;0,002
7' 20677;3,7603E+12;The Mooks;Daddy Gonna Tell You No Lie;Little Pig;BEHC61900003;UMA;Stream;Russia;1;0;0;0
7' 20677;3,7603E+12;The Mooks;Daddy Gonna Tell You No Lie;I Wonder;BEHC61900004;UMA;Stream;Russia;1;0;0;0
7' 20678;3,7603E+12;Crazy Baldhead;Wait for the Night;Wait for the Night;BEHC61900005;Spotify;Stream;Germany;21;0,003;0,002;0,046
7' 20678;3,7603E+12;Crazy Baldhead;Wait for the Night;Wait for the Night;BEHC61900005;Spotify;Stream;Switzerland;1;0,005;0,004;0,004
7' 20678;3,7603E+12;Crazy Baldhead;Wait for the Night;Dub for the Night;BEHC61900006;Spotify;Stream;Italy;5;0,001;0,001;0,004
7' 20678;3,7603E+12;Crazy Baldhead;Wait for the Night;Wait for the Night;BEHC61900005;Spotify;Stream;Cyprus;3;0,003;0,003;0,008
7' 20678;3,7603E+12;Crazy Baldhead;Wait for the Night;Wait for the Night;BEHC61900005;Spotify;Stream;Sweden;3;0,004;0,003;0,01
7' 20678;3,7603E+12;Crazy Baldhead;Wait for the Night;Dub for the Night;BEHC61900006;Spotify;Stream;Germany;9;0,003;0,002;0,022
7' 20678;3,7603E+12;Crazy Baldhead;Wait for the Night;Wait for the Night;BEHC61900005;iTunes/Apple;Stream;Russia;2;0,001;0,001;0,001
7' 20678;3,7603E+12;Crazy Baldhead;Wait for the Night;Wait for the Night;BEHC61900005;Spotify;Stream;Spain;1;0,002;0,001;0,001
7' 20678;3,7603E+12;Crazy Baldhead;Wait for the Night;Dub for the Night;BEHC61900006;iTunes/Apple;Stream;Russia;1;0,001;0,001;0,001
7' 20678;3,7603E+12;Crazy Baldhead;Wait for the Night;Wait for the Night;BEHC61900005;iTunes/Apple;Stream;Germany;1;0,008;0,006;0,006
7' 20678;3,7603E+12;Crazy Baldhead;Wait for the Night;Wait for the Night;BEHC61900005;Spotify;Stream;Netherlands;1;0,004;0,003;0,003
7' 20678;3,7603E+12;Crazy Baldhead;Wait for the Night;Dub for the Night;BEHC61900006;iTunes/Apple;Stream;Germany;1;0,008;0,006;0,006
7' 20678;3,7603E+12;Crazy Baldhead;Wait for the Night;Wait for the Night;BEHC61900005;YouTube;Stream;Germany;2;0,005;0,004;0,008
7' 20678;3,7603E+12;Crazy Baldhead;Wait for the Night;Dub for the Night;BEHC61900006;YouTube;Stream;Germany;2;0,003;0,002;0,005
7' 20678;3,7603E+12;Crazy Baldhead;Wait for the Night;Wait for the Night;BEHC61900005;Spotify;Stream;Italy;4;0;0;0,001
7' 20678;3,7603E+12;Crazy Baldhead;Wait for the Night;Wait for the Night;BEHC61900005;YouTube;Stream;Belgium;1;0,002;0,001;0,001
7' 20678;3,7603E+12;Crazy Baldhead;Wait for the Night;Dub for the Night;BEHC61900006;Spotify;Stream;Switzerland;1;0,005;0,004;0,004
7' 20678;3,7603E+12;Crazy Baldhead;Wait for the Night;Wait for the Night;BEHC61900005;Spotify;Stream;Hungary;1;0,002;0,002;0,002
7' 20678;3,7603E+12;Crazy Baldhead;Wait for the Night;Wait for the Night;BEHC61900005;UMA;Stream;Russia;3;0,001;0,001;0,002
7' 20678;3,7603E+12;Crazy Baldhead;Wait for the Night;Dub for the Night;BEHC61900006;Spotify;Stream;Spain;2;0,002;0,001;0,003
LP 20673;3,76023E+12;R,W,W, (Reggae Workers of the World);Rww II;Danielle;BEHC61800016;TIDAL;Stream;Germany;1;0,005;0,004;0,004
LP 20673;3,76023E+12;R,W,W, (Reggae Workers of the World);Rww II;Jesse James;BEHC61800014;Amazon Unlimited;Stream;Germany;1;0,008;0,007;0,007
LP 20673;3,76023E+12;R,W,W, (Reggae Workers of the World);Rww II;Never Go Home;BEHC61800020;Spotify;Stream;Austria;1;0,003;0,002;0,002
LP 20673;3,76023E+12;R,W,W, (Reggae Workers of the World);Rww II;Wonder;BEHC61800024;iTunes/Apple;Stream;Germany;5;0,004;0,003;0,016
LP 20673;3,76023E+12;R,W,W, (Reggae Workers of the World);Rww II;Bump in the Night;BEHC61800015;Spotify;Stream;Switzerland;10;0,005;0,004;0,036
